app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
ontv,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,1935"
oovoo,collaboration,"voip-video","peer-to-peer",2,yes,no,no,no,no,no,no,yes,no,"tcp/dynamic|udp/dynamic"
ooyala,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,no,no,"tcp/dynamic"
opc,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
"open-vpn",networking,"encrypted-tunnel","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/1194|tcp/443|udp/1194"
"open-webmail",collaboration,email,"browser-based",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/80"
opendoor,networking,proxy,"client-server",4,yes,no,no,yes,no,yes,yes,no,no,"tcp/443"
openft,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/1215,1216|udp/1215,1216"
openmeetings,collaboration,"internet-conferencing","client-server",4,no,yes,no,yes,yes,yes,no,yes,no,"tcp/80,5080,1935"
openomy,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80"
"opentext-enterprise-connect","business-systems",management,"client-server",3,no,no,no,yes,yes,yes,no,no,no,"tcp/2080"
"opera-mini","general-internet","internet-utility","client-server",4,yes,no,no,yes,no,yes,yes,yes,no,"tcp/80,443,1080"
"oracle-ipm","business-systems","general-business","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/1829"
"optimum-webmail",collaboration,email,"browser-based",3,no,no,yes,yes,no,no,no,yes,yes,"tcp/80,443"
oracle,"business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/1521"
"oracle-alp","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/7009,7011|udp/dynamic"
"oracle-bi","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/9703|tcp/9704"
"oracle-crm-ondemand","business-systems","erp-crm","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
"oracle-essbase","business-systems",database,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/32768-33768"
"oracle-forms","business-systems",database,"browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
orb,media,"audio-streaming","browser-based",2,no,yes,no,no,yes,yes,no,no,no,"tcp/80,85,86,443"
"oridus-nettouch",collaboration,"internet-conferencing","client-server",4,yes,no,no,yes,yes,yes,no,no,no,"tcp/80,443,4104"
origin,media,gaming,"client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/dynamic"
"orion-rhapsody","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
orkut,collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
orsiso,collaboration,"social-networking","client-server",4,no,no,yes,yes,yes,no,no,no,no,"tcp/80,443"
"osisoft-pi","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/5450"
ospf,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,yes,no,
ospfigp,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,
ossec,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"udp/1514"
"outblaze-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80"
"outlook-web",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"outlook-web-online",collaboration,email,"browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443,587,993,995"
ovation,"business-systems","general-business","client-server",1,no,no,no,no,no,yes,no,no,no,"tcp/80|udp/dynamic"
"ovo-logger","business-systems","general-business","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/dynamic"
owncloud,"general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80, 443"
p10,collaboration,"instant-messaging","client-server",4,yes,yes,no,yes,yes,no,no,yes,no,"udp/6666"
"packetix-vpn",networking,"encrypted-tunnel","client-server",5,yes,no,no,yes,yes,yes,yes,yes,no,"tcp/443,992,8888"
pagekite,networking,"encrypted-tunnel","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/79,80,443,843,2222,3000,4545,5222,5223,5269,5760,6667,8000,8080,8081,9292,25565,22"
"paloalto-traps","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,2125"
"paloalto-updates","business-systems","software-update","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/443"
"paloalto-userid-agent","business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/2009,5006,5007"
"paloalto-wildfire-cloud","business-systems","general-business","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/443"
palringo,collaboration,"instant-messaging","client-server",3,yes,no,no,no,yes,yes,no,no,no,"tcp/443,12345,38535,80,8080"
"paltalk-base",collaboration,"instant-messaging","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/443,80,1935,dynamic"
"paltalk-express",collaboration,"instant-messaging","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443,1935,dynamic"
"paltalk-file-transfer","general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/dynamic"
"paltalk-superim",collaboration,"instant-messaging","client-server",2,no,yes,no,no,yes,no,no,no,no,"tcp/80,443,1935"
"pan-db-cloud","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443"
"panda-update","business-systems","software-update","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443"
pando,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,no,no,"tcp/80,443|udp/dynamic"
pandora,media,"audio-streaming","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
"pandora-tv",media,"audio-streaming","browser-based",4,yes,yes,no,no,yes,yes,no,yes,no,"tcp/80,443,8080"
panorama,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/28769,3978,49160,49190"
"panos-global-protect",networking,"encrypted-tunnel","client-server",2,no,no,no,yes,no,yes,no,no,no,"tcp/443"
"panos-web-interface","business-systems",management,"browser-based",1,no,no,no,no,no,yes,no,no,no,"tcp/80,443"
"paradise-paintball",media,gaming,"browser-based",1,no,yes,no,no,no,no,no,yes,no,"udp/5055,5155"
"paran-mail",collaboration,email,"browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"paran-u2",collaboration,"instant-messaging","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,9000-9010"
"party-poker",media,gaming,"browser-based",4,yes,yes,yes,no,yes,no,no,yes,no,"tcp/443"
"pastebin-base",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"pastebin-posting",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80"
path,collaboration,"social-networking","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443"
pathview,"business-systems",management,"browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80,443"
"pbwiki-editing",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"pcanywhere-base",networking,"remote-access","client-server",2,no,no,no,no,yes,no,yes,yes,no,"tcp/5631|tcp/65301|udp/22|udp/5632"
"pcanywhere-file-transfer","general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/5631"
"pcanywhere-remote-control",networking,"remote-access","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/5631"
pcoip,networking,"remote-access","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/4172,50002|udp/4172,50002"
pcvisit,networking,"remote-access","client-server",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/16501|tcp/17501|tcp/80"
peercast,media,"photo-video","peer-to-peer",1,no,yes,no,no,no,no,no,yes,no,"tcp/dynamic"
peerenabler,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/3529-3533|udp/3529-3533"
peerguardian,networking,infrastructure,"client-server",2,no,no,no,no,yes,yes,no,no,no,"tcp/80"
pentaho,"business-systems",management,"browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,8080,8088,9080"
"perfect-dark","general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/dynamic"
perforce,"business-systems","general-business","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/1666"
periscope,media,"photo-video","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443"
pgm,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
pharos,networking,infrastructure,"network-protocol",1,no,no,no,no,no,no,no,no,no,"tcp/2351"
phonemypc,networking,"remote-access","client-server",3,yes,yes,no,no,yes,no,yes,no,no,"tcp/dynamic"
photobucket,media,"photo-video","browser-based",3,no,yes,no,yes,no,no,yes,yes,no,"tcp/80"
phproxy,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,yes,no,"tcp/443|tcp/80"
"phpwiki-editing",collaboration,"web-posting","browser-based",2,no,no,no,yes,no,no,yes,no,no,"tcp/80"
phweet,collaboration,"instant-messaging","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
pichat,collaboration,"instant-messaging","peer-to-peer",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic|udp/dynamic"
pim,networking,routing,"network-protocol",1,no,no,no,no,no,no,no,yes,no,
ping,"general-internet","internet-utility","network-protocol",2,no,no,no,no,yes,yes,no,yes,no,
"ping-tunnel",networking,"encrypted-tunnel","client-server",4,yes,no,no,yes,no,yes,yes,no,no,
pingfu,networking,proxy,"client-server",5,yes,no,yes,yes,no,yes,yes,no,no,"tcp/80"
pingone,"business-systems","auth-service","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/443"
"pinterest-base",collaboration,"social-networking","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80,443"
"pinterest-posting",collaboration,"social-networking","browser-based",4,no,no,yes,yes,no,no,yes,yes,no,"tcp/80,443"
pipe,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
pitchengine,"business-systems",marketing,"browser-based",2,no,no,no,yes,no,no,yes,no,yes,"tcp/80,443"
"pivotaltracker-base",collaboration,"social-business","browser-based",1,no,no,no,no,no,no,no,no,yes,"tcp/80,443"
"pivotaltracker-downloading",collaboration,"social-business","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
"pivotaltracker-uploading",collaboration,"social-business","browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
plaxo,collaboration,"social-networking","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/443|tcp/80"
"playstation-network",media,gaming,"client-server",3,yes,yes,no,no,no,yes,no,yes,no,"tcp/80,443,3478,3479,3480|udp/3478,3479"
plex,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80,32400"
"plugoo-widget",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
plurk,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
pna,media,"photo-video","client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/7070"
pnni,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"pocket-controller",networking,"remote-access","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/5491,5492,5493"
pocketcloud,networking,"remote-access","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443,3389,5222,5228|udp/dynamic"
poco,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/2881,5354|udp/8094"
podio,collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
pogo,media,gaming,"browser-based",2,yes,yes,no,no,no,no,no,yes,no,"tcp/dynamic"
"poker-stars",media,gaming,"browser-based",4,yes,yes,yes,no,yes,no,no,yes,no,"tcp/dynamic"
pop3,collaboration,email,"client-server",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/110"
"popo-im",collaboration,"instant-messaging","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80,443,dynamic|udp/6010,6000,dynamic"
portmapper,networking,infrastructure,"network-protocol",3,no,no,yes,no,yes,no,no,yes,no,"tcp/111|udp/111"
postgres,"business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/5432"
"postscript-pdl","business-systems",management,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/9100"
powerbroker,"business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/24345,24346,24347,24350"
pownce,collaboration,"instant-messaging","client-server",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80"
"powow-base",collaboration,"internet-conferencing","browser-based",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"powow-file-transfer","general-internet","file-sharing","browser-based",2,no,no,no,yes,no,no,no,yes,no,"tcp/443"
"pp-accelerator","general-internet","file-sharing","peer-to-peer",2,no,yes,no,yes,no,no,no,yes,no,"udp/dynamic"
"ppi-media","business-systems","general-business","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/8080,13901"
pplive,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
ppstream,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
pptp,networking,infrastructure,"network-protocol",4,no,no,yes,yes,no,yes,yes,yes,no,"tcp/1723"
prezi,"business-systems","office-programs","client-server",1,no,no,no,yes,no,no,no,no,yes,"tcp/80,443"
"print-over-ms-smb",networking,"ip-protocol","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/dynamic"
"private-enc",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
privax,networking,proxy,"browser-based",5,yes,no,yes,yes,no,yes,yes,no,no,"tcp/80"
prm,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
profinet,"business-systems","general-business","client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/34964"
"progress-openedge","business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/9001,1025-5000"
projectplace,collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
"proofhub-base",collaboration,"social-business","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80,443"
"proofhub-file-transfer",collaboration,"social-business","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
propalms,"business-systems","general-business","client-server",3,yes,no,no,yes,no,yes,no,no,no,"tcp/3389|tcp/443|tcp/4660|tcp/80"
proxeasy,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,no,no,"tcp/80,443"
proxono,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,no,no,"tcp/dynamic"
proxylocal,"general-internet","internet-utility","browser-based",3,yes,no,no,no,yes,no,yes,no,no,"tcp/80,8282"
psiphon,networking,proxy,"browser-based",5,yes,no,no,yes,yes,yes,yes,yes,no,"tcp/dynamic"
ptp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
pubnub,"business-systems","software-development","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
puffin,"general-internet","internet-utility","browser-based",4,no,no,no,yes,yes,yes,yes,no,no,"tcp/80,443"
"pullbbang-video",media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
pup,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"purple-p3",collaboration,"voip-video","client-server",2,no,yes,no,no,yes,no,no,no,yes,"tcp/dynamic|udp/dynamic"
pushbullet,"general-internet","internet-utility","browser-based",1,no,no,no,yes,no,no,no,no,no,"tcp/443"
putlocker,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80"
pvp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"python-easy-install","business-systems","general-business","client-server",2,no,no,no,yes,no,yes,no,yes,no,"tcp/80,443"
qdown,"general-internet","file-sharing","client-server",5,yes,yes,yes,yes,yes,no,yes,no,yes,"tcp/dynamic"
qianlong,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/9000,9010"
"qik-base",media,"photo-video","client-server",2,no,yes,no,no,yes,no,no,yes,yes,"tcp/dynamic"
"qik-posting",collaboration,"social-networking","client-server",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80"
"qik-sharing",collaboration,"social-networking","client-server",2,no,no,no,no,yes,no,no,yes,yes,"tcp/dynamic"
"qik-uploading",media,"photo-video","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/dynamic"
"qik-video-chatting",collaboration,"voip-video","client-server",1,no,yes,no,no,no,no,no,yes,yes,"tcp/dynamic|udp/dynamic"
"qik-viewing",media,"photo-video","client-server",3,no,yes,no,yes,yes,no,no,yes,yes,"tcp/80"
qlikview,"business-systems","general-business","client-server",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
qnx,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"qq-base",collaboration,"instant-messaging","client-server",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/80,443,8000,8080|udp/dynamic"
"qq-audio-video",collaboration,"voip-video","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/dynamic|udp/dynamic"
"qq-download","general-internet","file-sharing","peer-to-peer",4,yes,yes,no,yes,no,yes,yes,yes,no,"tcp/80,443|udp/dynamic"
"qq-file-transfer","general-internet","file-sharing","client-server",5,yes,yes,yes,yes,no,no,yes,yes,no,"tcp/dynamic|udp/dynamic"
"qq-games",media,gaming,"client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/80,443|udp/dynamic"
"qq-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,yes,no,yes,yes,"tcp/80,443,12000"
"qq-rdp",networking,"remote-access","client-server",1,no,no,no,no,no,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
qqlive,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/80,443|udp/dynamic"
qqmusic,media,"audio-streaming","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80|udp/dynamic"
quake,media,gaming,"client-server",1,no,yes,no,no,no,no,no,yes,no,"udp/27650,28004"
"quantum-edge-tms","business-systems",management,"browser-based",1,no,no,no,yes,no,no,no,no,yes,"tcp/80"
quic,networking,infrastructure,"browser-based",1,no,no,no,no,no,yes,no,no,no,"udp/80,443"
"quickoffice-pro","business-systems","office-programs","client-server",3,yes,no,no,yes,no,no,no,yes,no,"tcp/80,443,4242"
quora,collaboration,"social-networking","browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/80"
qvod,media,"photo-video","peer-to-peer",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80|udp/80,dynamic"
"r-exec",networking,"remote-access","client-server",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/512"
"r-services",networking,"remote-access","client-server",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/512|tcp/514"
rabbitmq,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/5671,5672"
radius,"business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,yes,no,"udp/1813,1812,1645,1646"
"radius-dynamic-authorization","business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,no,no,"udp/3799"
radiusim,collaboration,"instant-messaging","browser-based",3,yes,no,no,yes,no,yes,no,no,no,"tcp/80"
radmin,networking,"remote-access","client-server",4,no,no,yes,yes,yes,yes,no,no,no,"tcp/4899"
"ragingbull-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80"
