app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
"meebo-file-transfer","general-internet","file-sharing","browser-based",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/80"
"meebo-repeater",collaboration,"instant-messaging","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/80"
meebome,collaboration,"instant-messaging","browser-based",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/80"
meerkat,media,"photo-video","browser-based",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80,443"
"meeting-maker","business-systems","office-programs","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic"
meetro,collaboration,"instant-messaging","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/80"
"meetup-base",collaboration,"social-networking","browser-based",1,no,no,no,no,no,yes,no,yes,no,"tcp/80,443"
"meetup-email",collaboration,email,"browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"meetup-forum",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
meevee,media,"photo-video","browser-based",2,yes,yes,no,no,no,no,yes,no,no,"tcp/80"
"mega-base","general-internet","file-sharing","browser-based",3,yes,no,no,yes,no,no,no,yes,yes,"tcp/443"
megachat,collaboration,"instant-messaging","browser-based",1,no,no,no,no,no,no,no,yes,no,"udp/dynamic"
megaproxy,networking,proxy,"browser-based",2,yes,no,no,yes,no,no,no,no,no,"tcp/80,443"
megashare,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,yes,no,yes,"tcp/80"
megashares,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,yes,yes,yes,"tcp/dynamic"
megaupload,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80,89,800,1723"
megavideo,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
meinvz,collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
mekusharim,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
meldium,"general-internet","internet-utility","browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/443"
memcached,"business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/11211|udp/11211"
"mendeley-base","general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"mendeley-uploading","general-internet","file-sharing","client-server",4,no,yes,no,yes,yes,no,yes,yes,yes,"tcp/80,443"
"meraki-cloud-controller",networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,yes,yes,"tcp/80,443,993,7734,7752|udp/7351,9350,32768-61000"
"mercurial-base","business-systems","general-business","client-server",4,yes,no,no,yes,yes,yes,no,no,no,"tcp/8000,80,443"
"mercurial-uploading","business-systems","general-business","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/8000,80,443"
"merit-inp",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"meru-l3-ap-comm",networking,infrastructure,"network-protocol",1,no,no,no,no,no,no,no,yes,no,"udp/5000"
"meru-l3-ap-data",networking,infrastructure,"network-protocol",1,no,no,no,no,no,yes,no,yes,no,"udp/9393"
"meru-l3-ap-discovery",networking,infrastructure,"network-protocol",1,no,no,no,no,no,no,no,yes,no,"udp/9292"
messengerfx,collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
meta4,"business-systems","erp-crm","browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
metacafe,media,"photo-video","browser-based",4,yes,yes,no,yes,no,yes,no,yes,no,"tcp/80"
metatrader,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,443,1950"
"mfe-nsp",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
mgcp,collaboration,"voip-video","network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/2428|udp/2427,2727"
mgoon,media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80,443"
mibbit,collaboration,"instant-messaging","browser-based",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/80"
micp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
micros,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/7300,5000-5100,6023,6024,6025,6050"
"microsoft-dynamics-crm","business-systems","erp-crm","browser-based",1,no,no,no,yes,no,no,no,no,no,"tcp/443|tcp/80"
"ms-scom","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1270,5723,51909"
mikogo,collaboration,"internet-conferencing","client-server",2,yes,no,no,no,yes,no,no,no,yes,"tcp/443,80"
"millenium-ils","business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/2000, 4600, 80"
mimacs,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/4001"
"minacs-verint-recording","business-systems","erp-crm","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/4001"
minecraft,media,gaming,"browser-based",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,443,25565"
minus,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,yes,yes,no,"tcp/80,443"
miro,media,"photo-video","peer-to-peer",3,yes,yes,no,yes,no,no,yes,no,no,"tcp/80"
misslee,collaboration,"instant-messaging","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,5530,5500,6004"
"mixi-base",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/443|tcp/80"
"mixi-posting",collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"mlb.tv",media,"photo-video","browser-based",2,no,yes,no,no,yes,no,no,no,no,"tcp/80,1935,443"
mms,media,"photo-video","client-server",3,no,yes,no,no,yes,yes,no,yes,no,"tcp/1755"
mobile,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"mobile-me","general-internet","internet-utility","browser-based",4,yes,no,no,yes,yes,yes,no,yes,no,"tcp/443,80,5223,993"
mobilehdr,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,yes,no,
"mobility-xe",networking,"encrypted-tunnel","client-server",2,no,no,no,yes,no,yes,no,no,no,"udp/5008"
"mocha-rdp",networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/3389"
"modbus-base","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-encapsulated-transport","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-fifo-queue","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-mask-write-register","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-coils","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-discrete-inputs","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-file-record","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-holding-registers","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-input-registers","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-read-write-register","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-write-file-record","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-write-multiple-coils","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-write-multiple-registers","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-write-single-coil","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
"modbus-write-single-register","business-systems",management,"network-protocol",2,no,no,no,no,yes,yes,no,no,no,"tcp/502"
mogulus,media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,no,yes,no,"tcp/80,1935"
"moinmoin-editing",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
mongodb,"business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/27017"
"morningstar-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80"
mosh,networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"udp/60000-61000"
"motleyfool-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80"
mount,networking,infrastructure,"network-protocol",3,no,no,yes,no,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
"move-networks",media,"photo-video","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/dynamic"
mozy,"business-systems","storage-backup","client-server",3,yes,no,no,yes,no,no,no,yes,yes,"tcp/80"
"mpeg-ts",media,"photo-video","network-protocol",1,no,yes,no,no,no,no,no,yes,no,"udp/dynamic"
"mpls-in-ip",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
mqtt,"business-systems","general-business","client-server",1,no,no,no,no,no,yes,no,yes,no,"tcp/1883,8883,8884"
"ms-dpm","business-systems","storage-backup","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/5718,5719"
"ms-ds-smb","business-systems","storage-backup","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/445,139|udp/445"
"ms-dtc","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/135"
"ms-exchange",collaboration,email,"client-server",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
"ms-exchange-admin-center","business-systems",management,"browser-based",1,no,no,no,no,no,no,no,no,no,"tcp/443"
"ms-exchange-mrs","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443,808,dynamic"
"ms-firewall-storage","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/2171,2172,2173"
"ms-frs",networking,infrastructure,"network-protocol",3,no,no,no,yes,yes,no,no,yes,no,"tcp/dynamic"
"ms-hyper-v-vm-connect",networking,"remote-access","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/2179"
"ms-iis","business-systems",management,"client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/dynamic"
"ms-isa-fw-client","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/1745"
"ms-kms","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1688"
"ms-lync-base",collaboration,"instant-messaging","client-server",2,no,no,no,no,yes,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
"ms-lync-apps-sharing",collaboration,"internet-conferencing","client-server",1,no,yes,no,no,no,no,no,yes,no,"tcp/dynamic"
"ms-lync-audio",collaboration,"voip-video","client-server",1,no,yes,no,no,no,no,no,yes,no,"udp/dynamic"
"ms-lync-content-sharing",collaboration,"internet-conferencing","client-server",3,no,yes,no,no,yes,no,yes,yes,no,"tcp/443,8057"
"ms-lync-file-transfer","general-internet","file-sharing","client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/dynamic"
"ms-lync-online",collaboration,"instant-messaging","client-server",3,no,no,no,yes,yes,yes,no,yes,yes,"tcp/443,80"
"ms-lync-online-apps-sharing",collaboration,"internet-conferencing","browser-based",2,no,yes,no,no,yes,no,no,yes,yes,"tcp/443"
"ms-lync-online-file-transfer","general-internet","file-sharing","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/443"
"ms-lync-video",collaboration,"voip-video","client-server",1,no,yes,no,no,no,no,no,yes,no,"udp/dynamic"
"ms-netlogon","business-systems","auth-service","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/135,139,445,1025-5000,49152-65535|udp/137,138,445"
"ms-ocs-audio",collaboration,"voip-video","peer-to-peer",2,yes,yes,no,no,no,no,no,yes,no,"udp/dynamic"
"ms-ocs-file-transfer","general-internet","file-sharing","peer-to-peer",2,no,no,no,yes,no,no,yes,no,no,"tcp/6891"
"ms-ocs-video",collaboration,"voip-video","peer-to-peer",2,yes,yes,no,no,no,no,no,yes,no,"udp/dynamic"
"ms-ocs",collaboration,"instant-messaging","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/5060,5061,8057|udp/dynamic"
"ms-office365-base","business-systems","office-programs","browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
"ms-product-activation","business-systems","software-update","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"ms-rdp",networking,"remote-access","client-server",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/3389|udp/3389"
"ms-scheduler","business-systems",management,"client-server",2,no,no,no,no,yes,no,yes,no,no,"tcp/135,445"
"ms-service-controller","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
"ms-sms","business-systems",management,"client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443,2701,2702,2703,2704,8530,8531,10123|udp/2701,2702,2703,2704"
"ms-spynet","business-systems",management,"client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/443"
"ms-sql-analysis-service","business-systems",database,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/2383"
"ms-sstp",networking,"encrypted-tunnel","client-server",1,no,no,no,no,no,yes,no,no,no,"tcp/443"
"ms-update","business-systems","software-update","client-server",4,yes,yes,no,yes,yes,yes,no,yes,no,"tcp/80,443"
"ms-virtualserver","business-systems",management,"browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443,1024,5900"
"ms-visual-studio-tfs","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/8080"
"ms-win-dns",networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
"ms-wins",networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
"ms-wmi","business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
msdp,networking,routing,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/639"
"msn-base",collaboration,"instant-messaging","client-server",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/1863,80,7001,443|udp/7001"
"msn-file-transfer","general-internet","file-sharing","peer-to-peer",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/443,1863,1025-65535|udp/1025-65535"
"msn-money-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,yes,yes,no,"tcp/80"
"msn-toolbar","general-internet","internet-utility","client-server",3,yes,no,no,yes,no,no,yes,yes,no,"tcp/80"
"msn-video",collaboration,"voip-video","peer-to-peer",3,no,yes,yes,no,yes,no,no,yes,no,"udp/dynamic"
"msn-voice",collaboration,"voip-video","peer-to-peer",4,yes,yes,yes,no,yes,no,no,yes,no,"tcp/1863,80|udp/dynamic"
"msn-webmessenger",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
msn2go,collaboration,"instant-messaging","browser-based",4,yes,no,yes,no,yes,no,no,yes,no,"tcp/dynamic"
msnshell,collaboration,"instant-messaging","peer-to-peer",3,no,no,yes,yes,no,no,no,yes,no,"tcp/1863"
msrpc,networking,infrastructure,"network-protocol",2,no,no,no,no,yes,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
"mssql-db","business-systems",database,"client-server",2,no,no,no,no,yes,yes,no,yes,no,"tcp/1433|udp/1433"
"mssql-mon","business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/1434"
mtp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"mult-ip",networking,"encrypted-tunnel","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/46872|udp/46871,46873,46874"
munin,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/4949"
mute,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/4901"
mux,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
mydownloader,"general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,no,yes,no,"tcp/80"
mygreenpc,networking,"remote-access","client-server",3,yes,no,no,no,yes,no,yes,no,yes,"tcp/443"
mymarkets,"business-systems","general-business","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80,443,8500-8600"
"myspace-base",collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,yes,no,yes,no,"tcp/443|tcp/80"
"myspace-im",collaboration,"instant-messaging","client-server",3,yes,no,yes,no,no,no,no,yes,no,"tcp/dynamic"
"myspace-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/443|tcp/80"
"myspace-posting",collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"myspace-video",media,"photo-video","browser-based",1,no,yes,no,no,no,no,no,no,no,"tcp/80,443"
mysql,"business-systems",database,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/3306"
nagios,"business-systems",management,"browser-based",1,no,no,no,no,yes,no,no,no,no,"tcp/dynamic"
"nakido-flag","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/80"
napster,media,"audio-streaming","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
narp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"nateon-file-transfer","general-internet","file-sharing","client-server",4,no,no,yes,yes,yes,no,no,no,no,"tcp/5004,80"
"nate-video",media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80"
"nateon-audio-video",collaboration,"voip-video","client-server",1,no,yes,no,no,no,no,no,no,yes,"tcp/dynamic|udp/dynamic"
"nateon-desktop-sharing",collaboration,"internet-conferencing","client-server",3,yes,no,no,no,yes,yes,no,no,no,"tcp/443"
"nateon-im-base",collaboration,"instant-messaging","client-server",4,yes,no,yes,no,yes,no,no,no,no,"tcp/5004|tcp/80"
"nate-mail",collaboration,email,"client-server",3,no,no,yes,yes,no,no,no,yes,no,"tcp/80"
"naver-blog-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"naver-line",collaboration,"voip-video","client-server",1,no,no,no,no,no,no,no,yes,yes,"tcp/443,80,5223,5242,9418|udp/dynamic"
"naver-mail",collaboration,email,"browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443,993,587"
"naver-ndrive","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/80"
"nbc-video",media,"photo-video","browser-based",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80"
ncp,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/524|udp/524"
ndmp,"business-systems","storage-backup","peer-to-peer",4,no,yes,no,yes,yes,yes,no,yes,no,"tcp/10000"
nefsis,collaboration,"voip-video","client-server",2,no,yes,no,yes,no,no,no,yes,yes,"tcp/80,443,22,23,1270,37000"
neokast,media,"photo-video","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80|tcp/443"
neonet,"general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/6346-6351,6881-6999,4661,4662,4671|udp/6346-6351,4665,4672"
neptune,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/dynamic"
"net.tcp",networking,infrastructure,"client-server",1,no,no,no,no,no,yes,no,no,no,"tcp/dynamic"
net2phone,collaboration,"voip-video","client-server",2,no,yes,no,no,yes,no,no,no,no,"tcp/dynamic|udp/dynamic"
netbackup,"business-systems","storage-backup","client-server",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/1556,13724,13782,13722,10102,10082"
"netbios-dg",networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"udp/138"
"netbios-ns",networking,infrastructure,"network-protocol",2,no,no,no,no,yes,yes,no,yes,no,"tcp/137|udp/137"
"netbios-ss",networking,infrastructure,"network-protocol",2,no,no,no,no,yes,yes,no,yes,no,"tcp/139"
netblt,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
netbotz,"business-systems",management,"browser-based",1,no,no,no,no,no,yes,no,no,no,"tcp/80,443"
"netease-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,443"
"netflix-base",media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443"
"netflix-streaming",media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
netflow,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/dynamic"
netfolder,"general-internet","file-sharing","peer-to-peer",3,no,yes,no,yes,no,no,yes,yes,no,"tcp/dynamic"
netload,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,no,yes,"tcp/80"
netlog,collaboration,"social-networking","browser-based",5,yes,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
netmeeting,collaboration,"voip-video","client-server",4,yes,no,no,yes,yes,no,yes,yes,no,"tcp/389"
"netop-on-demand",collaboration,"internet-conferencing","browser-based",3,yes,yes,no,yes,no,yes,no,no,yes,"tcp/80,443"
"netop-remote-control",networking,"remote-access","client-server",3,no,yes,no,yes,no,yes,no,yes,no,"tcp/6502|udp/6502"
nets,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/9670"
netspoke,collaboration,"internet-conferencing","browser-based",1,no,no,no,no,no,no,no,no,yes,"tcp/80,443"
netsuite,"business-systems","erp-crm","browser-based",1,no,no,no,no,no,no,no,yes,yes,"tcp/443"
"netsupport-manager",networking,"remote-access","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/5405"
"netvault-backup","business-systems","storage-backup","client-server",3,no,yes,no,yes,yes,no,no,no,no,"tcp/dynamic|udp/20031-20106"
netviewer,networking,"remote-access","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/80,443,2000,2377"
"netvmg-traceroute",networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,yes,no,"udp/33435"
"netware-remote-console","business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/dynamic"
"new-relic","business-systems",management,"browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
"nextmedia-video",media,"photo-video","browser-based",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80"
nfs,"business-systems","storage-backup","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/2049|udp/2049"
ngrok,networking,"encrypted-tunnel","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/dynamic"
"niconico-douga",media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/1935|tcp/2525-2899|tcp/80"
nim,networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/1058,1022"
nimbuzz,collaboration,"instant-messaging","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/dynamic|udp/dynamic"
nimsh,networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/3901"
"ning-base",collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"ning-apps",collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
"ning-mail",collaboration,email,"browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80,443"
"ning-posting",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
"nintendo-wfc",media,gaming,"client-server",4,yes,yes,no,no,yes,yes,no,yes,no,"tcp/80,443|udp/27901"
nntp,"general-internet","internet-utility","client-server",5,no,no,yes,yes,yes,yes,yes,yes,no,"tcp/119"
"nokia-here-maps","general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
nomachine,networking,"remote-access","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/dynamic|udp/dynamic"
nomadesk,"business-systems","erp-crm","browser-based",2,no,no,no,yes,no,no,yes,no,yes,"tcp/80,443"
"norton-av-broadcast","business-systems",management,"client-server",1,no,no,no,no,no,no,yes,no,no,"udp/38293"
"norton-zone","general-internet","file-sharing","browser-based",3,no,yes,no,yes,yes,no,no,no,no,"tcp/443,80"
"novell-filr","business-systems","storage-backup","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/8443,9443|udp/8649"
"nsfnet-igp",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ntp,networking,infrastructure,"network-protocol",2,no,no,yes,no,no,no,no,yes,no,"tcp/123|udp/123"
"ntr-support",networking,"remote-access","client-server",3,yes,no,no,yes,no,no,yes,no,yes,"tcp/80,443,21,110,11438"
nvgre,networking,routing,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,
"nvp-ii",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"oasys-scada","business-systems",management,"network-protocol",1,no,no,no,no,no,no,no,no,no,"tcp/5065|udp/5050"
ocsp,networking,infrastructure,"client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
octopz,collaboration,"internet-conferencing","browser-based",4,yes,no,no,yes,yes,no,yes,yes,no,"tcp/80,443,1935"
octoshape,media,"audio-streaming","peer-to-peer",2,yes,yes,no,no,no,no,no,yes,no,"tcp/80,8247|udp/8247"
"odnoklassniki-base",collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80,443"
"odnoklassniki-apps",collaboration,"social-networking","browser-based",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"odnoklassniki-messaging",collaboration,"instant-messaging","browser-based",1,no,no,no,no,no,no,no,yes,no,"tcp/80,443"
"office-live","general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,yes,no,yes,yes,"tcp/443|tcp/80"
"office-on-demand","business-systems","office-programs","browser-based",3,no,yes,no,yes,yes,no,no,yes,yes,"tcp/80"
officehard,"business-systems","storage-backup","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/dynamic"
okta,"business-systems","auth-service","browser-based",3,no,no,yes,no,yes,no,no,yes,yes,"tcp/443|tcp/80"
okurin,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/80,443"
omegle,collaboration,"voip-video","browser-based",2,no,no,no,no,yes,no,yes,no,no,"tcp/1365|tcp/80|udp/dynamic"
omnidrive,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/80"
"onehub-base","general-internet","file-sharing","browser-based",3,yes,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"onehub-uploading","general-internet","file-sharing","browser-based",3,yes,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
onelogin,"business-systems","auth-service","browser-based",3,no,no,yes,no,yes,no,no,no,yes,"tcp/80,443"
onepagecrm,"business-systems","erp-crm","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443"
onlive,media,gaming,"client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/443,80|udp/dynamic"
